,mobile_names,asin,body,star
96,redmi 9 sky blue 4gb ram 64gb storage 5000 mah 23ghz mediatek helio g35 octa core processor,B08697N43N, good features budget phone acceptable performance huge battery surprisingly light weight full day usage sees 50 battery left screen resolution smooth highly recommended,4
97,redmi 9 sky blue 4gb ram 64gb storage 5000 mah 23ghz mediatek helio g35 octa core processor,B08697N43N, display better price spend 1000 rupees go redmi 9 prime better fhd display good processor function good especially online classes also size display good online classes games mild okay camera really bad even light conditions good bright places closeup shots overall 35 5,4
98,redmi 9 sky blue 4gb ram 64gb storage 5000 mah 23ghz mediatek helio g35 octa core processor,B08697N43N, genuine productloved phone actually bought mom birthday loved made india ban apps preinstalled thats impressiveoverall worth buying totally budget phone good configurationordered last night got delivery early morning 8am fast impressive,5
99,redmi 9 sky blue 4gb ram 64gb storage 5000 mah 23ghz mediatek helio g35 octa core processor,B08697N43N, overall performance phone good camera much compared phones pixel rate dont know good also alarm option alarm making sound set alarm hard hear alarm sound,5
100,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, 13 mp 5mp camera quality good lot pre installed apps uninstalled required overall good performance using asus zenfone max according far better asus except camera quality comes 5000 mah battery one cant get better option price range go really goodafter one week useedit please dont buy phone hangs lot sometimes problem touch screen,1
101,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, looking low budget phone good choice youif wanna android phone day day work really goodon playing heavy games hange obviously camera fine range start new device take time later work smoothlyphone light weight good look,4
102,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, camera quality good mentioned 13mp motion camera like 2mp phone slow operation even though 3gb ram made china,1
103,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, excellent mobile daily use 7500 dont belive negative reviews course product parts made china entire assembly software india even mobile bloat ware chinese apps 3gb variant excellent black colour looks greatcamera good price range autofocus ai potrait featureregarding battery really huge normal daily usage lasts 24 hrs experience heavy usage gaming lasts 710 hrsregarding gaming since gaming processor helio g25 equal snapdragon 625 hyperdrive technology lag gaming better network connectivity makes games awefuloverall product excellent price range,5
104,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, started rating features followed 5 processor display battery sound loud sound 35 mm cord camera selfie camera back networking lackthere fingers print sensor lockedthere back cover boxcamera quality good,5
105,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, purchased mother decent product price range looks beautiful elegantinitial performance good normal user clipped alright everday use recommended gamers front back cameras avarage good price range ai based potrate mode works fine price range fine far bigger display fairly decent good enough videosmost preloaded apps uninstallabe storage management also decentbattery main pro highlighted price range 5000mah battery superb jobsound crisp clear call quality also decentmain con charger included box 10w xiaomi advertised normal 5w make littlr bit time juice 5000 mah battery,4
106,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, battery getting drained quite fast 7 hr half hr usage camera also poor charging slow known though first point troubling,1
107,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, good redmi 8a type c fast charge sound low compared remi 8a display also poor compared redmi 8a camera nonsense redmi 8a 8a dualyou buy problematic phone cost 1k lesss,3
108,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, nice phone overall performance amazing,5
109,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, covid 19 drastically changed everything looks display value money performance low havent installed single app phone lags lot present situation best phone online classes camera good battery awesome decide choice,3
110,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, 13 mp 5mp camera quality good lot pre installed apps uninstalled required overall good performance using asus zenfone max according far better asus except camera quality comes 5000 mah battery one cant get better option price range go really goodafter one week useedit please dont buy phone hangs lot sometimes problem touch screen,1
111,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, looking low budget phone good choice youif wanna android phone day day work really goodon playing heavy games hange obviously camera fine range start new device take time later work smoothlyphone light weight good look,4
112,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, camera quality good mentioned 13mp motion camera like 2mp phone slow operation even though 3gb ram made china,1
113,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, excellent mobile daily use 7500 dont belive negative reviews course product parts made china entire assembly software india even mobile bloat ware chinese apps 3gb variant excellent black colour looks greatcamera good price range autofocus ai potrait featureregarding battery really huge normal daily usage lasts 24 hrs experience heavy usage gaming lasts 710 hrsregarding gaming since gaming processor helio g25 equal snapdragon 625 hyperdrive technology lag gaming better network connectivity makes games awefuloverall product excellent price range,5
114,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, started rating features followed 5 processor display battery sound loud sound 35 mm cord camera selfie camera back networking lackthere fingers print sensor lockedthere back cover boxcamera quality good,5
115,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, purchased mother decent product price range looks beautiful elegantinitial performance good normal user clipped alright everday use recommended gamers front back cameras avarage good price range ai based potrate mode works fine price range fine far bigger display fairly decent good enough videosmost preloaded apps uninstallabe storage management also decentbattery main pro highlighted price range 5000mah battery superb jobsound crisp clear call quality also decentmain con charger included box 10w xiaomi advertised normal 5w make littlr bit time juice 5000 mah battery,4
116,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, battery getting drained quite fast 7 hr half hr usage camera also poor charging slow known though first point troubling,1
117,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, good redmi 8a type c fast charge sound low compared remi 8a display also poor compared redmi 8a camera nonsense redmi 8a 8a dualyou buy problematic phone cost 1k lesss,3
118,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, nice phone overall performance amazing,5
119,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, covid 19 drastically changed everything looks display value money performance low havent installed single app phone lags lot present situation best phone online classes camera good battery awesome decide choice,3
120,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, compass working showing error required sensor availableand everything fine,1
121,redmi 9a nature green 2gb ram 32gb storage 2ghz octacore helio g25 processor 5000 mah battery,B08696XB4B, review oneday full usage 28 days usage overall disappointed phone never expected phone mi mi cheating people providing lowquality display option return phone definitely returnpros battery battery backup fantastic feature phone one day full use drained 29 phone lightweight handy felt heating issue charging long hours usage cons apps laggingcamera camera quality poor front back camera gpu graphics processor powervr ge820 cant draw even single circle properly highquality video image rendering also unsatisfactoryprocessor mediatek helio g25 processor sufficient phone feeling benefits 2ghz clock speeddisplay size display quite good 267 ppi even redmi 4a released nov 2016 296 ppi display quality poor cheap quality displayignorable missing features fingerprint sensor led front displaymajor missing features gorilla glass protection planning buy phone within low budget choose next segment phones heliog35 least 290 ppiconsidering factors budget phone dont buy,1
